LocationTime,LOCATION,TIME,smoking_val
SWE-2003,SWE,2003,16.5
SWE-2004,SWE,2004,14.8
SWE-2005,SWE,2005,13.8
SWE-2006,SWE,2006,14.1
SWE-2007,SWE,2007,12.8
SWE-2008,SWE,2008,12.9
SWE-2009,SWE,2009,13.3
SWE-2010,SWE,2010,12.5
SWE-2011,SWE,2011,12.4
SWE-2012,SWE,2012,13.1
SWE-2013,SWE,2013,11.7
SWE-2014,SWE,2014,12.1
SWE-2015,SWE,2015,10.7
SWE-2016,SWE,2016,11.2
SWE-2017,SWE,2017,10.3
SWE-2018,SWE,2018,9.2
SWE-2019,SWE,2019,10.6
SWE-2020,SWE,2020,8.7
CHE-1992,CHE,1992,34.0
CHE-1997,CHE,1997,33.5
CHE-2002,CHE,2002,30.7
CHE-2007,CHE,2007,23.4
CHE-2012,CHE,2012,23.1
CHE-2017,CHE,2017,21.5
CHE-1992,CHE,1992,22.9
CHE-1997,CHE,1997,24.7
CHE-2002,CHE,2002,22.7
CHE-2007,CHE,2007,17.6
CHE-2012,CHE,2012,17.8
CHE-2017,CHE,2017,16.8
TUR-1995,TUR,1995,62.8
TUR-2003,TUR,2003,51.1
TUR-2006,TUR,2006,50.6
TUR-2008,TUR,2008,43.8
TUR-2010,TUR,2010,39.0
TUR-2012,TUR,2012,37.3
TUR-2014,TUR,2014,41.8
TUR-2016,TUR,2016,40.1
TUR-2019,TUR,2019,41.3
TUR-1995,TUR,1995,24.3
TUR-2003,TUR,2003,17.8
TUR-2006,TUR,2006,16.6
TUR-2008,TUR,2008,11.6
TUR-2010,TUR,2010,12.3
TUR-2012,TUR,2012,10.7
TUR-2014,TUR,2014,13.1
TUR-2016,TUR,2016,13.3
TUR-2019,TUR,2019,14.9
GBR-1990,GBR,1990,31.0
GBR-1992,GBR,1992,30.0
GBR-1994,GBR,1994,28.0
GBR-1996,GBR,1996,29.0
GBR-1998,GBR,1998,28.0
GBR-2000,GBR,2000,29.0
GBR-2001,GBR,2001,28.0
GBR-2002,GBR,2002,27.0
GBR-2003,GBR,2003,28.0
GBR-2004,GBR,2004,26.0
GBR-2005,GBR,2005,25.0
GBR-2006,GBR,2006,23.0
GBR-2007,GBR,2007,22.0
GBR-2008,GBR,2008,22.0
GBR-2009,GBR,2009,22.0
GBR-2010,GBR,2010,21.0
GBR-2011,GBR,2011,21.0
GBR-2012,GBR,2012,22.0
GBR-2013,GBR,2013,22.0
GBR-2014,GBR,2014,20.0
GBR-2015,GBR,2015,19.1
GBR-2016,GBR,2016,17.7
GBR-2017,GBR,2017,18.7
GBR-2018,GBR,2018,17.0
GBR-2019,GBR,2019,17.7
GBR-2020,GBR,2020,15.3
GBR-1990,GBR,1990,30.0
GBR-1992,GBR,1992,28.0
GBR-1994,GBR,1994,26.0
GBR-1996,GBR,1996,27.0
GBR-1998,GBR,1998,27.0
GBR-2000,GBR,2000,25.0
GBR-2001,GBR,2001,26.0
GBR-2002,GBR,2002,25.0
GBR-2003,GBR,2003,24.0
GBR-2004,GBR,2004,23.0
GBR-2005,GBR,2005,23.0
GBR-2006,GBR,2006,21.0
GBR-2007,GBR,2007,20.0
GBR-2008,GBR,2008,21.0
GBR-2009,GBR,2009,20.0
GBR-2010,GBR,2010,20.0
GBR-2011,GBR,2011,19.0
GBR-2012,GBR,2012,19.0
GBR-2013,GBR,2013,17.0
GBR-2014,GBR,2014,17.0
GBR-2015,GBR,2015,16.6
GBR-2016,GBR,2016,14.5
GBR-2017,GBR,2017,15.0
GBR-2018,GBR,2018,16.2
GBR-2019,GBR,2019,13.8
GBR-2020,GBR,2020,13.7
USA-1990,USA,1990,28.4
USA-1991,USA,1991,24.2
USA-1992,USA,1992,23.6
USA-1993,USA,1993,22.3
USA-1994,USA,1994,22.9
USA-1995,USA,1995,22.0
USA-1997,USA,1997,22.6
USA-1998,USA,1998,21.6
USA-1999,USA,1999,20.8
USA-2000,USA,2000,21.2
USA-2001,USA,2001,20.3
USA-2002,USA,2002,20.5
USA-2003,USA,2003,19.4
USA-2004,USA,2004,19.0
USA-2005,USA,2005,19.1
USA-2006,USA,2006,19.0
USA-2007,USA,2007,17.1
USA-2008,USA,2008,17.9
USA-2009,USA,2009,17.9
USA-2010,USA,2010,16.7
USA-2011,USA,2011,16.4
USA-2012,USA,2012,15.9
USA-2013,USA,2013,15.6
USA-2014,USA,2014,14.0
USA-2015,USA,2015,12.2
USA-2016,USA,2016,13.2
USA-2017,USA,2017,11.5
USA-2018,USA,2018,11.5
USA-2019,USA,2019,11.7
USA-2020,USA,2020,10.3
USA-1990,USA,1990,22.8
USA-1991,USA,1991,20.2
USA-1992,USA,1992,21.2
USA-1993,USA,1993,18.7
USA-1994,USA,1994,19.1
USA-1995,USA,1995,18.3
USA-1997,USA,1997,18.1
USA-1998,USA,1998,18.2
USA-1999,USA,1999,17.8
USA-2000,USA,2000,17.3
USA-2001,USA,2001,17.1
USA-2002,USA,2002,16.5
USA-2003,USA,2003,15.7
USA-2004,USA,2004,15.1
USA-2005,USA,2005,14.9
USA-2006,USA,2006,14.5
USA-2007,USA,2007,13.7
USA-2008,USA,2008,15.1
USA-2009,USA,2009,14.4
USA-2010,USA,2010,13.6
USA-2011,USA,2011,13.3
USA-2012,USA,2012,12.5
USA-2013,USA,2013,11.9
USA-2014,USA,2014,11.8
USA-2015,USA,2015,10.7
USA-2016,USA,2016,10.5
USA-2017,USA,2017,9.5
USA-2018,USA,2018,9.1
USA-2019,USA,2019,10.0
USA-2020,USA,2020,8.6
BRA-2003,BRA,2003,21.8
BRA-2006,BRA,2006,19.5
BRA-2007,BRA,2007,19.5
BRA-2008,BRA,2008,18.0
BRA-2009,BRA,2009,17.5
BRA-2010,BRA,2010,16.8
BRA-2011,BRA,2011,16.5
BRA-2012,BRA,2012,15.5
BRA-2013,BRA,2013,14.4
BRA-2014,BRA,2014,12.8
BRA-2015,BRA,2015,12.8
BRA-2016,BRA,2016,12.7
BRA-2017,BRA,2017,13.2
BRA-2018,BRA,2018,12.1
BRA-2019,BRA,2019,12.3
BRA-2020,BRA,2020,11.7
BRA-2003,BRA,2003,13.7
BRA-2006,BRA,2006,12.4
BRA-2007,BRA,2007,12.3
BRA-2008,BRA,2008,12.0
BRA-2009,BRA,2009,11.5
BRA-2010,BRA,2010,11.7
BRA-2011,BRA,2011,10.7
BRA-2012,BRA,2012,9.2
BRA-2013,BRA,2013,8.6
BRA-2014,BRA,2014,9.0
BRA-2015,BRA,2015,8.3
BRA-2016,BRA,2016,8.0
BRA-2017,BRA,2017,7.5
BRA-2018,BRA,2018,6.9
BRA-2019,BRA,2019,7.7
BRA-2020,BRA,2020,7.6
CHL-2003,CHL,2003,38.8
CHL-2009,CHL,2009,33.7
CHL-2016,CHL,2016,28.2
CHL-2020,CHL,2020,17.7
CHL-2003,CHL,2003,28.5
CHL-2009,CHL,2009,26.0
CHL-2016,CHL,2016,20.9
CHL-2020,CHL,2020,17.5
CHN-2000,CHN,2000,51.1
CHN-2005,CHN,2005,49.7
CHN-2010,CHN,2010,49.2
CHN-2015,CHN,2015,48.6
CHN-2018,CHN,2018,47.9
CHN-2019,CHN,2019,48.0
CHN-2020,CHN,2020,47.8
CHN-2000,CHN,2000,3.0
CHN-2005,CHN,2005,2.7
CHN-2010,CHN,2010,2.4
CHN-2015,CHN,2015,2.2
CHN-2018,CHN,2018,2.1
CHN-2019,CHN,2019,2.1
CHN-2020,CHN,2020,2.1
COL-2008,COL,2008,23.8
COL-2013,COL,2013,18.8
COL-2008,COL,2008,11.1
COL-2013,COL,2013,7.4
CRI-1990,CRI,1990,25.5
CRI-1991,CRI,1991,25.2
CRI-1992,CRI,1992,25.0
CRI-1993,CRI,1993,24.7
CRI-1994,CRI,1994,24.5
CRI-1995,CRI,1995,24.2
CRI-1996,CRI,1996,23.1
CRI-1997,CRI,1997,22.0
CRI-1998,CRI,1998,20.9
CRI-1999,CRI,1999,19.8
CRI-2000,CRI,2000,18.7
CRI-2006,CRI,2006,23.0
CRI-2007,CRI,2007,22.1
CRI-2008,CRI,2008,21.2
CRI-2009,CRI,2009,20.3
CRI-2010,CRI,2010,19.4
CRI-2011,CRI,2011,18.7
CRI-2012,CRI,2012,18.1
CRI-2013,CRI,2013,17.4
CRI-2014,CRI,2014,16.8
CRI-2015,CRI,2015,16.1
CRI-2016,CRI,2016,15.3
CRI-2017,CRI,2017,14.5
CRI-2018,CRI,2018,13.8
CRI-2019,CRI,2019,13.0
CRI-2020,CRI,2020,12.2
CRI-1990,CRI,1990,7.4
CRI-1991,CRI,1991,7.0
CRI-1992,CRI,1992,6.6
CRI-1993,CRI,1993,6.2
CRI-1994,CRI,1994,5.8
CRI-1995,CRI,1995,5.3
CRI-1996,CRI,1996,5.5
CRI-1997,CRI,1997,5.7
CRI-1998,CRI,1998,5.8
CRI-1999,CRI,1999,6.0
CRI-2000,CRI,2000,6.1
CRI-2006,CRI,2006,8.6
CRI-2007,CRI,2007,8.7
CRI-2008,CRI,2008,8.9
CRI-2009,CRI,2009,9.1
CRI-2010,CRI,2010,9.3
CRI-2011,CRI,2011,8.4
CRI-2012,CRI,2012,7.5
CRI-2013,CRI,2013,6.6
CRI-2014,CRI,2014,5.8
CRI-2015,CRI,2015,5.8
CRI-2016,CRI,2016,5.9
CRI-2017,CRI,2017,5.6
CRI-2018,CRI,2018,5.3
CRI-2019,CRI,2019,4.9
CRI-2020,CRI,2020,4.6
EST-1990,EST,1990,44.2
EST-1992,EST,1992,45.1
EST-1994,EST,1994,49.5
EST-1996,EST,1996,45.4
EST-1998,EST,1998,43.2
EST-2000,EST,2000,45.0
EST-2002,EST,2002,43.9
EST-2004,EST,2004,47.7
EST-2006,EST,2006,40.5
EST-2008,EST,2008,38.6
EST-2010,EST,2010,36.8
EST-2012,EST,2012,36.2
EST-2014,EST,2014,31.4
EST-2016,EST,2016,29.9
EST-2018,EST,2018,23.4
EST-2020,EST,2020,25.7
EST-1990,EST,1990,14.5
EST-1992,EST,1992,17.9
EST-1994,EST,1994,21.4
EST-1996,EST,1996,20.8
EST-1998,EST,1998,19.3
EST-2000,EST,2000,20.0
EST-2002,EST,2002,17.5
EST-2004,EST,2004,21.1
EST-2006,EST,2006,19.5
EST-2008,EST,2008,17.1
EST-2010,EST,2010,18.7
EST-2012,EST,2012,18.3
EST-2014,EST,2014,15.8
EST-2016,EST,2016,15.5
EST-2018,EST,2018,12.9
EST-2020,EST,2020,12.6
IND-2000,IND,2000,44.7
IND-2005,IND,2005,33.6
IND-2010,IND,2010,25.4
IND-2015,IND,2015,19.1
IND-2018,IND,2018,16.1
IND-2019,IND,2019,15.3
IND-2020,IND,2020,14.4
IND-2000,IND,2000,8.0
IND-2005,IND,2005,5.0
IND-2010,IND,2010,3.2
IND-2015,IND,2015,2.1
IND-2018,IND,2018,1.6
IND-2019,IND,2019,1.5
IND-2020,IND,2020,1.4
IDN-2000,IDN,2000,55.9
IDN-2005,IDN,2005,57.6
IDN-2010,IDN,2010,59.5
IDN-2015,IDN,2015,61.1
IDN-2018,IDN,2018,61.9
IDN-2019,IDN,2019,62.5
IDN-2020,IDN,2020,62.7
IDN-2000,IDN,2000,4.8
IDN-2005,IDN,2005,4.0
IDN-2010,IDN,2010,3.4
IDN-2015,IDN,2015,2.9
IDN-2018,IDN,2018,2.7
IDN-2019,IDN,2019,2.6
IDN-2020,IDN,2020,2.5
ISR-1996,ISR,1996,34.1
ISR-2000,ISR,2000,34.0
ISR-2002,ISR,2002,29.1
ISR-2004,ISR,2004,27.8
ISR-2006,ISR,2006,25.6
ISR-2008,ISR,2008,26.7
ISR-2010,ISR,2010,24.8
ISR-2013,ISR,2013,21.9
ISR-2014,ISR,2014,23.2
ISR-2016,ISR,2016,25.3
ISR-2017,ISR,2017,21.3
ISR-2019,ISR,2019,21.7
ISR-1996,ISR,1996,16.0
ISR-2000,ISR,2000,15.4
ISR-2002,ISR,2002,15.3
ISR-2004,ISR,2004,15.7
ISR-2006,ISR,2006,13.9
ISR-2008,ISR,2008,11.1
ISR-2010,ISR,2010,12.6
ISR-2013,ISR,2013,10.8
ISR-2014,ISR,2014,11.4
ISR-2016,ISR,2016,14.1
ISR-2017,ISR,2017,12.8
ISR-2019,ISR,2019,11.4
LVA-2008,LVA,2008,46.3
LVA-2014,LVA,2014,37.0
LVA-2019,LVA,2019,35.2
LVA-2008,LVA,2008,13.0
LVA-2014,LVA,2014,14.6
LVA-2019,LVA,2019,12.3
LTU-2005,LTU,2005,42.1
LTU-2014,LTU,2014,33.9
LTU-2019,LTU,2019,29.9
LTU-2005,LTU,2005,9.8
LTU-2014,LTU,2014,9.2
LTU-2019,LTU,2019,9.7
RUS-1991,RUS,1991,47.0
RUS-1998,RUS,1998,62.0
RUS-2000,RUS,2000,62.2
RUS-2001,RUS,2001,60.4
RUS-2004,RUS,2004,61.3
RUS-2009,RUS,2009,60.7
RUS-2016,RUS,2016,49.5
RUS-2017,RUS,2017,45.9
RUS-2018,RUS,2018,44.7
RUS-2019,RUS,2019,43.2
RUS-1991,RUS,1991,12.0
RUS-1998,RUS,1998,10.9
RUS-2000,RUS,2000,12.6
RUS-2001,RUS,2001,15.5
RUS-2004,RUS,2004,15.0
RUS-2009,RUS,2009,21.7
RUS-2016,RUS,2016,14.4
RUS-2017,RUS,2017,13.9
RUS-2018,RUS,2018,13.7
RUS-2019,RUS,2019,13.3
SVN-2007,SVN,2007,22.4
SVN-2014,SVN,2014,21.8
SVN-2019,SVN,2019,19.3
SVN-2007,SVN,2007,15.5
SVN-2014,SVN,2014,16.0
SVN-2019,SVN,2019,15.6
ZAF-2000,ZAF,2000,34.5
ZAF-2005,ZAF,2005,34.2
ZAF-2010,ZAF,2010,34.1
ZAF-2015,ZAF,2015,34.5
ZAF-2018,ZAF,2018,34.3
ZAF-2019,ZAF,2019,34.5
ZAF-2020,ZAF,2020,34.6
ZAF-2000,ZAF,2000,11.2
ZAF-2005,ZAF,2005,9.6
ZAF-2010,ZAF,2010,8.4
ZAF-2015,ZAF,2015,7.4
ZAF-2018,ZAF,2018,6.9
ZAF-2019,ZAF,2019,6.7
ZAF-2020,ZAF,2020,6.5
ARG-2000,ARG,2000,39.8
ARG-2005,ARG,2005,37.0
ARG-2010,ARG,2010,34.2
ARG-2015,ARG,2015,31.7
ARG-2018,ARG,2018,30.3
ARG-2019,ARG,2019,30.0
ARG-2020,ARG,2020,29.5
ARG-2000,ARG,2000,33.5
ARG-2005,ARG,2005,30.8
ARG-2010,ARG,2010,28.3
ARG-2015,ARG,2015,26.0
ARG-2018,ARG,2018,24.7
ARG-2019,ARG,2019,24.3
ARG-2020,ARG,2020,24.0
ARG-2000,ARG,2000,27.7
ARG-2005,ARG,2005,25.2
ARG-2010,ARG,2010,22.8
ARG-2015,ARG,2015,20.8
ARG-2018,ARG,2018,19.5
ARG-2019,ARG,2019,19.1
ARG-2020,ARG,2020,18.8
PER-2000,PER,2000,55.2
PER-2005,PER,2005,38.6
PER-2010,PER,2010,27.0
PER-2015,PER,2015,18.9
PER-2018,PER,2018,15.4
PER-2019,PER,2019,14.5
PER-2020,PER,2020,13.5
PER-2000,PER,2000,33.9
PER-2005,PER,2005,23.7
PER-2010,PER,2010,16.5
PER-2015,PER,2015,11.5
PER-2018,PER,2018,9.4
PER-2019,PER,2019,8.8
PER-2020,PER,2020,8.2
PER-2000,PER,2000,13.3
PER-2005,PER,2005,9.1
PER-2010,PER,2010,6.3
PER-2015,PER,2015,4.3
PER-2018,PER,2018,3.5
PER-2019,PER,2019,3.2
PER-2020,PER,2020,3.0
